temperatura,data
29.625000,1461528116.362281
29.625000,1461528117.366177
29.625000,1461528118.370083
29.625000,1461528119.374001
29.625000,1461528120.377891
29.625000,1461528121.381806
29.625000,1461528122.385726
29.625000,1461528123.389610
29.625000,1461528124.393525
29.625000,1461528125.397422
29.625000,1461528126.401334
29.625000,1461528127.405242
29.625000,1461528128.409139
29.625000,1461528129.413055
29.625000,1461528130.416941
29.625000,1461528131.420863
29.625000,1461528132.424850
29.625000,1461528133.428663
29.625000,1461528134.432570
29.625000,1461528135.436484
29.625000,1461528136.441570
29.625000,1461528137.446252
29.625000,1461528138.450170
29.625000,1461528139.454062
29.625000,1461528140.457965
29.625000,1461528141.461882
29.625000,1461528142.465776
29.625000,1461528143.469687
29.625000,1461528144.473585
29.625000,1461528145.477520
29.625000,1461528146.482347
29.625000,1461528147.489226
29.625000,1461528148.493115
29.625000,1461528149.497040
29.625000,1461528150.500933
29.625000,1461528151.509887
29.625000,1461528152.518513
29.625000,1461528153.522421
29.625000,1461528154.526311
29.625000,1461528155.530237
29.625000,1461528156.540265
29.625000,1461528157.543915
29.625000,1461528158.547825
29.625000,1461528159.551720
29.625000,1461528160.555631
29.625000,1461528161.565183
29.625000,1461528162.567339
29.625000,1461528163.571250
29.625000,1461528164.575154
29.625000,1461528165.579070
29.625000,1461528166.583689
29.625000,1461528167.596649
29.625000,1461528168.600554
29.625000,1461528169.604464
29.625000,1461528170.608351
29.625000,1461528171.612329
29.625000,1461528172.625930
29.625000,1461528173.629854
29.625000,1461528174.633764
29.625000,1461528175.637647
29.625000,1461528176.641640
29.625000,1461528177.655264
29.625000,1461528178.659192
29.625000,1461528179.663065
29.625000,1461528180.666956
29.625000,1461528181.670926
29.625000,1461528182.678671
29.625000,1461528183.682580
29.625000,1461528184.686505
29.625000,1461528185.690397
29.625000,1461528186.694362
29.625000,1461528187.719700
29.625000,1461528188.723593
29.625000,1461528189.727499
29.625000,1461528190.731429
29.625000,1461528191.736061
29.625000,1461528192.745080
29.625000,1461528193.748997
29.625000,1461528194.752887
29.625000,1461528195.756810
29.625000,1461528196.770522
29.625000,1461528197.780257
29.625000,1461528198.784697
29.625000,1461528199.788049
29.562000,1461528200.791961
29.625000,1461528201.795924
29.625000,1461528202.803688
29.625000,1461528203.807586
29.625000,1461528204.811479
29.562000,1461528205.815460
29.625000,1461528206.819562
29.625000,1461528207.829070
29.625000,1461528208.832973
29.562000,1461528209.836870
29.625000,1461528210.840784
29.562000,1461528211.844757
29.625000,1461528212.854455
29.625000,1461528213.859336
29.625000,1461528214.864226
29.625000,1461528215.868131
29.625000,1461528216.872093
29.562000,1461528217.881818
29.562000,1461528218.887657
29.625000,1461528219.893527
29.625000,1461528220.901163
29.625000,1461528221.906170
29.562000,1461528222.914759
29.562000,1461528223.919815
29.562000,1461528224.925647
29.625000,1461528225.931522
29.625000,1461528226.937436
29.625000,1461528227.946092
29.625000,1461528228.951057
29.625000,1461528229.956902
29.562000,1461528230.962761
29.562000,1461528231.968672
29.562000,1461528232.977268
29.562000,1461528233.982300
29.625000,1461528234.987014
29.625000,1461528235.992072
29.625000,1461528236.999545
29.562000,1461528238.008904
29.562000,1461528239.012721
29.625000,1461528240.016563
29.625000,1461528241.020442
29.625000,1461528242.024352
29.562000,1461528243.035143
29.562000,1461528244.040527
29.562000,1461528245.043907
29.562000,1461528246.047809
29.562000,1461528247.051885
29.562000,1461528248.049761
29.562000,1461528249.053765
29.625000,1461528250.057554
29.562000,1461528251.061576
29.625000,1461528252.065384
29.625000,1461528253.075141
29.562000,1461528254.079073
29.625000,1461528255.082981
29.562000,1461528256.086852
29.562000,1461528257.090779
